session_id,time_to_cart,hour_of_cart,day_of_week,views_before_cart,total_events_before_cart,browse_intensity_pre_cart,unique_products_viewed,unique_categories_viewed,unique_brands_viewed,avg_viewed_price,max_viewed_price,min_viewed_price,price_variance_viewed,initial_cart_value,initial_cart_items,avg_cart_item_price,avg_time_between_events,event_acceleration,category_focus_ratio,main_category,target_purchase
00005731-b1c2-4291-a2e4-3b3c87d85114,2.0,13,0,1,1,30.0,1,0,0,38.35,38.35,38.35,0.0,38.35,1,38.35,0.0,0.0,0.0,unknown,0
0002fa4e-1d84-444d-a5bd-06426e80fd07,49.0,5,0,2,2,2.4489795918367347,2,1,1,1588.005,1747.7,1428.31,51004.98605000003,1747.7,1,1747.7,20.0,0.0,1.0,electronics,1
000344bd-5239-413a-b028-a078a777c49d,806.0,11,4,21,21,1.563275434243176,10,1,1,504.97,617.47,411.57,3857.264980000001,565.78,1,565.78,39.4,8.0,1.0,electronics,0
00046b3e-75e1-4759-bec3-ffe819f251bc,139.0,9,4,2,2,0.8633093525179856,2,1,1,164.69,230.28,99.1,8604.096200000002,230.28,1,230.28,32.0,0.0,0.5,electronics,1
00049177-3621-4fef-8551-5addd7103385,5.0,13,5,1,1,12.0,1,0,1,390.94,390.94,390.94,0.0,390.94,1,390.94,0.0,0.0,0.0,unknown,0
0005147a-d597-46bf-9009-45a3871670bd,836.0,12,0,22,22,1.5789473684210527,16,1,2,296.56999999999994,705.01,131.76,16280.522542857141,251.45,1,251.45,39.142857142857146,-125.0,1.0,electronics,0
00051f0e-3d10-428d-aa3d-2a8b4f9c1772,95.0,1,5,1,1,0.6315789473684211,1,1,1,635.25,635.25,635.25,0.0,635.25,1,635.25,0.0,0.0,1.0,electronics,0
00055025-de10-42d3-9606-9ae2744c34ac,43.0,1,5,1,1,1.3953488372093024,1,1,1,1003.85,1003.85,1003.85,0.0,1003.85,1,1003.85,0.0,0.0,1.0,electronics,0
0005f2d4-67af-4d26-b59e-7fac8e399340,12.0,12,5,1,1,5.0,1,0,1,63.32,63.32,63.32,0.0,63.32,1,63.32,0.0,0.0,0.0,unknown,0
0006339e-36cd-43b0-a942-d8eb1723f028,622.0,7,0,12,12,1.157556270096463,3,1,1,180.73583333333332,196.8,172.19,141.07853560606074,172.19,1,172.19,55.72727272727273,98.0,1.0,electronics,0
0006ca24-345c-4c0b-b901-f76b2c959103,619.0,9,6,8,8,0.7754442649434572,7,2,3,227.96249999999998,420.09,142.58,8488.467478571427,142.58,1,142.58,80.57142857142857,71.0,0.875,auto,1
00088bdf-eea4-4ae7-9d0e-c1ca319988fe,45.0,10,5,4,4,5.333333333333333,2,1,1,499.3875,511.72,462.39,608.3622250000009,511.72,1,511.72,12.0,4.0,1.0,electronics,0
0009290a-d29d-48d3-bfa3-1f4c3d303d82,11.0,16,4,1,1,5.454545454545455,1,1,1,684.68,684.68,684.68,0.0,684.68,1,684.68,0.0,0.0,1.0,computers,0
00092ad5-ca04-4c4e-87e3-9b65c61023d0,220.0,9,0,2,2,0.5454545454545455,1,1,1,130.48,130.48,130.48,0.0,130.48,1,130.48,131.0,0.0,1.0,electronics,0
000af2c8-4866-4c00-a20e-797c64094a8a,531.0,9,1,1,1,0.11299435028248588,1,1,1,1015.46,1015.46,1015.46,0.0,1015.46,1,1015.46,0.0,0.0,1.0,electronics,0
000b0cf4-55db-48c0-a3ed-cd23a4702c85,30.0,6,5,2,2,4.0,2,1,1,484.86,486.24,483.48,3.808799999999975,483.48,1,483.48,18.0,0.0,1.0,electronics,0
000b7c98-e5a9-431f-8a98-70284e4b5dab,13.0,8,4,1,1,4.615384615384615,1,1,1,354.64,354.64,354.64,0.0,354.64,1,354.64,0.0,0.0,1.0,electronics,0
000ba51e-8f29-4fe0-99f4-b28fe4a7c881,20.0,6,0,1,1,3.0,1,1,1,592.01,592.01,592.01,0.0,592.01,1,592.01,0.0,0.0,1.0,electronics,0
000c6cd0-1cd8-4b95-bc68-1edcf2a88490,237.0,12,3,3,3,0.7594936708860759,2,1,2,124.13,161.87,48.65,4272.9228,161.87,1,161.87,77.0,20.0,0.6666666666666666,electronics,1
000cbfc8-ff5f-4ccb-9f9b-a13486b5f1c3,114.0,3,2,4,4,2.1052631578947367,2,1,2,337.075,380.96,293.19,2567.857633333332,380.96,1,380.96,31.666666666666668,20.0,1.0,appliances,0
000d15d5-3e7d-4844-ac49-d3ea8735c5b1,44.0,19,6,2,2,2.7272727272727275,1,1,1,191.59,191.59,191.59,0.0,191.59,1,191.59,37.0,0.0,1.0,electronics,0
000d38fc-9166-42f4-b850-c42faa611f84,167.0,15,4,6,6,2.155688622754491,2,1,1,123.29999999999997,128.45,118.15,31.82699999999989,118.15,1,118.15,31.6,-34.0,1.0,appliances,0
000d62ce-51e7-492d-ad2e-48baf826f37d,170.0,7,6,5,5,1.7647058823529411,3,1,1,596.8700000000001,705.01,462.39,7502.5988,705.01,1,705.01,39.5,-79.0,1.0,electronics,1
000ebceb-f7dc-4d99-8606-d274736b5d64,452.0,11,5,5,5,0.6637168141592921,3,1,1,591.7059999999999,643.23,578.06,831.3564800000016,578.06,1,578.06,77.5,50.0,1.0,electronics,0
000f5f3d-e959-49c1-851c-ead11ce70c30,8.0,4,2,1,1,7.5,1,0,1,29.56,29.56,29.56,0.0,29.56,1,29.56,0.0,0.0,0.0,unknown,1
000f6412-7ab5-4374-b3b9-a60dac9ea641,137.0,8,4,3,3,1.3138686131386863,3,1,1,209.16666666666666,218.54,200.66,80.48693333333327,218.54,1,218.54,60.5,99.0,1.0,appliances,0
000fcbc9-3a1e-41e4-855f-5eae061e0877,6234.0,10,2,4,4,0.03849855630413859,3,1,1,226.94500000000002,250.96,190.46,661.8752999999999,250.96,1,250.96,1914.0,4037.0,1.0,electronics,1
00111638-da4c-4a55-a221-86b6933a38fe,87.0,4,6,1,1,0.6896551724137931,1,1,1,23.1,23.1,23.1,0.0,23.1,1,23.1,0.0,0.0,1.0,electronics,1
0011d196-33b0-4923-8133-1cd2f38426d7,437.0,8,6,4,4,0.5491990846681922,3,1,1,1472.9325,1619.09,1415.48,9532.364358333329,1428.58,1,1428.58,46.0,15.0,1.0,electronics,0
001247bd-236e-452d-a5c9-e639b73a5051,30.0,11,1,1,1,2.0,1,1,1,521.25,521.25,521.25,0.0,521.25,1,521.25,0.0,0.0,1.0,electronics,1
00127333-7942-4a40-81ee-9eb4358e1ef3,95.0,11,3,3,3,1.8947368421052633,2,1,1,837.08,1003.86,753.69,20861.676299999992,1003.86,1,1003.86,32.5,17.0,1.0,electronics,0
0012820e-3c12-42d0-a8e2-fe0f0d442cbe,23.0,3,0,1,1,2.608695652173913,1,1,1,111.7,111.7,111.7,0.0,111.7,1,111.7,0.0,0.0,1.0,electronics,1
0012913b-89bf-474d-b6d0-bdafe7ec094d,357.0,15,3,9,9,1.5126050420168067,5,1,2,193.70222222222222,975.56,89.65,85987.92636944444,99.71,1,99.71,39.375,-52.0,1.0,electronics,0
0013207c-6a0e-4be6-a8a3-48b71ece2a26,31.0,4,4,1,1,1.9354838709677418,1,1,1,250.91,250.91,250.91,0.0,250.91,1,250.91,0.0,0.0,1.0,electronics,1
001387fa-64a0-4ef0-901c-dfa70aeb7fdd,7.0,9,5,1,1,8.571428571428571,1,1,1,764.34,764.34,764.34,0.0,764.34,1,764.34,0.0,0.0,1.0,electronics,0
0014f403-d138-4463-a9f6-0dcfdb9584ad,10.0,17,6,1,1,6.0,1,1,1,369.77,369.77,369.77,0.0,369.77,1,369.77,0.0,0.0,1.0,computers,0
00154c2c-818f-476b-a993-c1c97b23c5e4,348.0,2,0,5,5,0.8620689655172414,2,0,1,50.69199999999999,70.76,20.59,755.1086700000001,70.76,1,70.76,76.5,-17.0,0.0,unknown,1
0015a0f6-c04d-4924-bfda-df7b257e8d7a,249.0,13,0,2,2,0.48192771084337344,2,1,1,15.615,23.02,8.21,109.66804999999998,23.02,1,23.02,30.0,0.0,1.0,electronics,0
00194af7-c36b-4e82-abda-8e53397626db,108.0,12,3,3,3,1.6666666666666665,2,1,1,217.39,388.13,132.02,21864.110699999997,132.02,1,132.02,40.0,6.0,1.0,electronics,0
001a1e22-7e00-4dec-a548-edbcb68dd689,428.0,9,0,2,2,0.2803738317757009,1,1,1,434.73,434.73,434.73,0.0,434.73,1,434.73,232.0,0.0,1.0,electronics,1
001a4b4e-7818-4d0f-8572-270789397801,210.0,5,0,5,5,1.4285714285714286,2,0,1,260.606,269.45,254.71,65.18027999999984,254.71,1,254.71,50.25,-2.0,0.0,unknown,0
001ad591-e6b5-4380-8315-84e5a92c80d8,120.0,9,4,3,3,1.5,1,1,1,64.07,64.07,64.07,0.0,64.07,1,64.07,53.0,-66.0,1.0,electronics,0
001c31bb-6fdb-4603-b7bf-18349efdbe08,654.0,16,4,4,4,0.36697247706422015,2,1,2,170.49,190.45,150.53,531.202133333333,190.45,1,190.45,202.33333333333334,20.0,1.0,electronics,0
001c3ade-84d6-4213-84e3-9df6dab54c99,917.0,15,0,8,8,0.5234460196292258,4,1,2,214.57,424.72,70.79,30408.143742857144,424.46,1,424.46,122.42857142857143,-27.0,1.0,electronics,0
001cc2f2-2106-4a7e-8876-9d690bb9089c,41.0,6,6,2,2,2.926829268292683,2,1,2,297.08,462.39,131.77,54654.792199999996,462.39,1,462.39,19.0,0.0,1.0,electronics,0
001d2ffd-6f32-4c0b-96de-0a76473478b9,89.0,1,5,2,2,1.348314606741573,1,1,1,256.08,256.08,256.08,0.0,256.08,1,256.08,58.0,0.0,1.0,electronics,0
001d6c75-8b40-49f6-a6f3-daea4aaac808,151.0,14,6,1,1,0.3973509933774835,1,1,1,190.97,190.97,190.97,0.0,190.97,1,190.97,0.0,0.0,1.0,electronics,0
001e1154-37b7-44a8-94a5-0d6bb03a0c6d,0.0,12,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,173.88,1,173.88,0.0,0.0,0.0,unknown,0
001fdf9b-e9e3-4667-8760-810f8adceb1c,600.0,14,0,12,12,1.2,5,1,2,43.52,72.05,8.98,789.4115454545455,10.79,1,10.79,52.63636363636363,25.0,0.6666666666666666,appliances,1
0020c64c-bf27-48eb-83b8-887214175b94,88.0,22,1,3,3,2.0454545454545454,2,1,1,130.76333333333335,131.02,130.25,0.1976333333333386,130.25,1,130.25,34.0,-10.0,1.0,electronics,0
00228bd5-f855-4ab1-8524-0b8976ddf187,96.0,15,1,3,3,1.875,3,1,1,1133.8166666666668,1413.16,975.56,58869.92563333336,1012.73,1,1012.73,45.0,6.0,1.0,electronics,0
00229b23-8b68-4ca2-83e6-44ddec99c1d1,233.0,11,4,4,4,1.0300429184549356,1,1,1,1428.31,1428.31,1428.31,0.0,1428.31,1,1428.31,70.66666666666667,-120.0,1.0,electronics,0
0022d5e9-5d9c-4eca-8c1c-ff414c90b8cb,20.0,18,1,2,2,6.0,1,0,1,51.04,51.04,51.04,0.0,51.04,1,51.04,10.0,0.0,0.0,unknown,0
0024073d-ddc3-4bbf-951c-344af6508eb7,341.0,16,4,4,4,0.7038123167155425,3,1,1,316.66499999999996,409.02,216.98,11408.413966666665,216.98,1,216.98,98.33333333333333,-4.0,1.0,electronics,0
00248cbb-14aa-4a76-81ec-c3d252eec617,1670.0,6,5,2,2,0.0718562874251497,2,0,2,122.85,127.16,118.54,37.152199999999915,118.54,1,118.54,1488.0,0.0,0.0,unknown,0
00260ccb-ea97-478c-b750-b272f6ebd3c9,74.0,19,0,1,1,0.8108108108108107,1,1,1,111.66,111.66,111.66,0.0,111.66,1,111.66,0.0,0.0,1.0,electronics,0
00262e40-e444-41be-8382-489a8dd1708c,17.0,6,0,1,1,3.5294117647058822,1,0,1,358.28,358.28,358.28,0.0,358.28,1,358.28,0.0,0.0,0.0,unknown,0
0027999a-e91c-477c-a4c1-07a57b543dc9,113.0,5,2,3,3,1.592920353982301,2,1,1,65.83666666666666,69.47,64.02,9.900833333333344,64.02,1,64.02,39.5,-17.0,1.0,appliances,0
00285ba5-32b2-44a0-b573-902e30f142d7,1.0,14,6,1,1,60.0,1,1,1,1364.0,1364.0,1364.0,0.0,1364.0,1,1364.0,0.0,0.0,1.0,computers,0
0028e23c-5307-4c02-99c4-3350d3466915,46.0,5,5,3,3,3.913043478260869,2,1,1,581.0366666666667,594.87,553.37,574.0833333333334,553.37,1,553.37,11.5,1.0,1.0,electronics,0
002b1fa9-f948-44e8-b9b6-b1443d0293f9,4.0,13,0,1,1,15.0,1,1,1,160.76,160.76,160.76,0.0,160.76,1,160.76,0.0,0.0,1.0,electronics,1
002b439b-8de8-456c-894a-b509ac419312,92.0,12,2,1,1,0.6521739130434783,1,1,1,130.49,130.49,130.49,0.0,130.49,1,130.49,0.0,0.0,1.0,electronics,0
002cfc74-399d-4a32-b3e8-915d75ce7b8d,441.0,17,5,6,6,0.8163265306122449,5,1,1,243.26499999999996,590.72,153.39,29077.87135000001,178.87,1,178.87,31.0,-9.0,1.0,electronics,1
002d2941-2cd7-41b8-9a47-9360b019c6dd,1183.0,6,4,6,6,0.3043110735418428,2,1,1,669.1533333333332,720.48,643.49,1580.6560266666672,643.49,1,643.49,233.6,562.0,1.0,computers,1
002e0950-f2a4-40b0-8194-f4ca27a64722,23.0,5,2,1,1,2.608695652173913,1,1,1,1413.16,1413.16,1413.16,0.0,1413.16,1,1413.16,0.0,0.0,1.0,electronics,0
002eb2d4-76df-4da2-8d3a-d9365f156ecd,336.0,17,1,6,6,1.0714285714285714,4,2,4,643.9666666666666,694.22,506.28,5314.53402666667,506.28,1,506.28,48.6,-26.0,0.6666666666666666,computers,1
002eb77d-332d-4546-9fda-71e1108c111a,905.0,16,3,8,8,0.5303867403314917,4,1,4,39.832499999999996,48.86,29.6,89.54884999999997,29.6,1,29.6,125.42857142857143,7.0,1.0,appliances,0
002f2659-a6fb-48ef-bad7-1867d2805805,67.0,4,6,2,2,1.791044776119403,1,1,1,111.7,111.7,111.7,0.0,111.7,1,111.7,18.0,0.0,1.0,electronics,0
002f278f-13d1-483f-84a7-5a5f53255456,260.0,14,0,4,4,0.9230769230769231,4,1,1,823.4124999999999,952.15,760.1,7956.093024999997,766.76,1,766.76,85.0,151.0,1.0,electronics,0
002f7f7f-1fdd-4d18-a38a-18210bbe62dc,10.0,10,5,1,1,6.0,1,1,1,462.39,462.39,462.39,0.0,462.39,1,462.39,0.0,0.0,1.0,electronics,0
0031cc94-df0a-4a6e-8d8c-f7bee102b3b9,5.0,12,0,1,1,12.0,1,0,1,127.93,127.93,127.93,0.0,127.93,1,127.93,0.0,0.0,0.0,unknown,1
0031f69f-ca71-4b29-9583-776924672ed7,10.0,13,1,1,1,6.0,1,1,1,704.86,704.86,704.86,0.0,704.86,1,704.86,0.0,0.0,1.0,electronics,1
00327469-316d-4878-955e-954bd4143c9c,11.0,11,4,1,1,5.454545454545455,1,1,1,730.18,730.18,730.18,0.0,730.18,1,730.18,0.0,0.0,1.0,electronics,0
0033392a-1b1b-41dd-bbe5-b3c5edc9ad01,183.0,16,6,3,3,0.9836065573770493,2,1,1,1001.3033333333333,1052.79,975.56,1988.1576333333346,975.56,1,975.56,70.0,38.0,1.0,electronics,1
00345b25-3f60-43be-b8a3-f0dcf82109ec,15.0,3,4,1,1,4.0,1,1,1,1428.58,1428.58,1428.58,0.0,1428.58,1,1428.58,0.0,0.0,1.0,electronics,1
0036c202-63a6-46b5-b59a-9173708397f3,118.0,12,1,4,4,2.0338983050847457,3,1,1,131.4925,133.81,130.7,2.38722500000002,130.73,1,130.73,30.666666666666668,-61.0,1.0,electronics,0
003843bf-238d-49b3-8622-2e197e07b628,49.0,4,4,2,2,2.4489795918367347,1,1,1,295.17,295.17,295.17,0.0,295.17,1,295.17,22.0,0.0,1.0,electronics,0
0038b269-76fd-43fb-8335-52eb4ffbaf24,317.0,4,3,5,5,0.9463722397476341,3,1,2,881.076,1428.35,287.97,327742.35137999995,287.97,1,287.97,63.0,41.0,1.0,electronics,0
0038db27-88ab-4f31-9278-46e5affec218,913.0,7,4,3,3,0.19715224534501644,1,1,1,172.22,172.22,172.22,0.0,172.22,1,172.22,441.0,-168.0,1.0,electronics,0
003a0e4b-7170-40cb-b412-75be46cee5c8,38.0,10,0,1,1,1.5789473684210527,1,1,1,64.09,64.09,64.09,0.0,64.09,1,64.09,0.0,0.0,1.0,appliances,1
003ac8de-6e7e-4d78-9bf4-ad6093cfc217,212.0,10,4,5,5,1.4150943396226416,2,1,1,105.75,110.43,102.63,18.252000000000052,102.63,1,102.63,40.25,-18.0,1.0,appliances,0
003adb56-623f-450b-8586-c7d3f7884dfb,113.0,11,6,4,4,2.1238938053097347,1,1,1,95.16,95.16,95.16,0.0,95.16,1,95.16,26.666666666666668,-3.0,1.0,kids,0
003b817d-7af3-4e2d-843a-4f6cead631cf,18.0,8,6,1,1,3.3333333333333335,1,1,1,814.64,814.64,814.64,0.0,814.64,1,814.64,0.0,0.0,1.0,electronics,1
003d16d9-ae39-4b44-9a6d-c41f5f0c1162,7.0,6,1,1,1,8.571428571428571,1,1,1,153.88,153.88,153.88,0.0,153.88,1,153.88,0.0,0.0,1.0,electronics,0
003e7219-906c-455a-9bfb-06d748ff917a,61.0,10,6,1,1,0.9836065573770493,1,1,1,131.76,131.76,131.76,0.0,131.76,1,131.76,0.0,0.0,1.0,electronics,1
003e7999-d2e8-4bac-b084-d39b0f2b8566,32.0,12,4,2,2,3.75,1,1,1,317.85,317.85,317.85,0.0,317.85,1,317.85,18.0,0.0,1.0,electronics,0
003ee4c0-6c3e-468d-910e-52e9ea36d0a8,212.0,15,0,5,5,1.4150943396226416,3,2,2,134.642,145.13,118.92,205.98441999999997,145.12,1,145.12,49.25,5.0,0.6,electronics,0
003f77a0-45bb-4d2a-a911-973d5f1553ef,178.0,16,1,3,3,1.0112359550561798,2,1,1,191.06333333333336,192.77,190.21,2.1845333333333374,190.21,1,190.21,25.0,-16.0,1.0,electronics,0
003f7994-1cf6-4927-834f-d222ccfd2771,7.0,6,5,1,1,8.571428571428571,1,1,1,230.61,230.61,230.61,0.0,230.61,1,230.61,0.0,0.0,1.0,electronics,0
00433615-31d3-4acc-9279-1399059287e3,53.0,16,3,1,1,1.1320754716981132,1,0,1,77.22,77.22,77.22,0.0,77.22,1,77.22,0.0,0.0,0.0,unknown,0
004399c7-cae6-403e-b618-b845c8c9454a,183.0,5,3,3,3,0.9836065573770493,3,1,1,295.66,380.83,253.02,5440.449699999998,253.13,1,253.13,31.0,6.0,1.0,electronics,0
0043b973-66ee-4edb-b64c-6009c3a61928,10.0,11,1,1,1,6.0,1,1,1,514.75,514.75,514.75,0.0,514.75,1,514.75,0.0,0.0,1.0,electronics,1
0047ebbe-6c32-491c-bc41-2eaae8481b1c,79.0,10,0,1,1,0.759493670886076,1,1,1,501.66,501.66,501.66,0.0,1003.32,2,501.66,0.0,0.0,1.0,electronics,0
0047f326-e542-44e7-969c-f66c1abbbdaa,33.0,19,5,1,1,1.8181818181818181,1,1,1,161.87,161.87,161.87,0.0,161.87,1,161.87,0.0,0.0,1.0,electronics,0
004862f3-1cd3-4bf5-9eac-21c5e94a0a90,3.0,12,4,1,1,20.0,1,1,1,130.25,130.25,130.25,0.0,130.25,1,130.25,0.0,0.0,1.0,electronics,0
00488428-8306-4316-9111-b97c04378a1f,87.0,10,3,1,1,0.6896551724137931,1,1,1,131.64,131.64,131.64,0.0,131.64,1,131.64,0.0,0.0,1.0,electronics,1
004909de-f90b-42bc-864a-abe80a90d276,11.0,11,0,1,1,5.454545454545455,1,0,1,21.09,21.09,21.09,0.0,21.09,1,21.09,0.0,0.0,0.0,unknown,1
00496b7f-9965-4473-8e0e-ece0832f6384,20.0,10,0,1,1,3.0,1,1,1,261.73,261.73,261.73,0.0,261.73,1,261.73,0.0,0.0,1.0,electronics,0
0049fa6f-43a0-423a-b4e8-df13efd37a60,15.0,2,6,1,1,4.0,1,1,1,185.05,185.05,185.05,0.0,185.05,1,185.05,0.0,0.0,1.0,appliances,0
004b755a-c3b1-488e-9466-e44255edd753,121.0,12,5,3,3,1.4876033057851241,3,1,1,770.93,913.51,696.51,15256.5892,696.51,1,696.51,39.0,-40.0,1.0,electronics,0
004c8a2a-eed0-4b26-bb8a-1a79d172d795,43.0,5,3,1,1,1.3953488372093024,1,1,1,1090.08,1090.08,1090.08,0.0,1090.08,1,1090.08,0.0,0.0,1.0,electronics,0
004d01d8-0a13-4861-9ccc-5e0ffd6854dc,278.0,5,4,3,3,0.6474820143884892,3,1,3,91.03333333333335,108.03,77.19,245.2340333333334,77.19,1,77.19,93.5,-79.0,1.0,electronics,0
004d77eb-0163-4019-870d-adf5b7fbaf7a,22.0,16,3,1,1,2.7272727272727275,1,1,1,64.02,64.02,64.02,0.0,64.02,1,64.02,0.0,0.0,1.0,appliances,1
004e6518-b876-4f4d-8920-d0d29007abac,140.0,12,6,3,3,1.2857142857142856,2,1,2,93.85000000000001,102.19,77.17,208.6667999999999,102.19,1,102.19,54.5,47.0,1.0,computers,0
004ef20b-f29c-448d-9344-b7323d889277,24.0,9,4,1,1,2.5,1,1,1,286.21,286.21,286.21,0.0,286.21,1,286.21,0.0,0.0,1.0,electronics,0
004f38e1-aaa3-4061-af28-3051b0c208ef,6.0,5,5,1,1,10.0,1,1,1,460.51,460.51,460.51,0.0,460.51,1,460.51,0.0,0.0,1.0,electronics,1
004fcdd0-0d1c-4ac1-8825-21b7f2003f1f,18.0,15,0,1,1,3.3333333333333335,1,0,1,128.68,128.68,128.68,0.0,128.68,1,128.68,0.0,0.0,0.0,unknown,0
00506d32-4de4-49f1-8867-812feab5c8cf,218.0,5,0,3,3,0.8256880733944955,3,1,2,271.8966666666667,302.19,240.66,947.1526333333334,272.84,1,272.84,82.0,-28.0,1.0,appliances,0
00506e50-a4c0-4362-8471-45672ef85a4d,211.0,19,6,1,1,0.2843601895734597,1,1,1,248.63,248.63,248.63,0.0,248.63,1,248.63,0.0,0.0,1.0,computers,0
0051913a-d66b-473d-9942-80adff6cc8e8,28.0,6,1,1,1,2.142857142857143,1,1,1,161.93,161.93,161.93,0.0,161.93,1,161.93,0.0,0.0,1.0,electronics,0
00526a45-99ce-4abe-b460-408bb2fafa65,194.0,12,4,3,3,0.9278350515463918,2,1,1,143.57333333333335,150.12,130.48,128.57653333333354,150.12,1,150.12,55.0,-58.0,1.0,electronics,0
0052c939-b591-470e-b69c-4335ca6bf6a9,244.0,12,5,8,8,1.9672131147540985,5,0,1,57.3375,88.55,45.82,176.9841357142857,45.82,1,45.82,25.571428571428573,-4.0,0.0,unknown,1
0052e7b8-ba1c-4b81-b89c-42df67f195aa,1425.0,16,5,16,16,0.6736842105263158,8,1,4,131.981875,187.9,77.2,1742.43241625,98.25,1,98.25,48.86666666666667,-48.0,1.0,electronics,0
00538d8b-52d7-47c8-8e2a-7fd20f3be529,11.0,9,2,1,1,5.454545454545455,1,1,1,669.0,669.0,669.0,0.0,669.0,1,669.0,0.0,0.0,1.0,computers,0
0053e069-64b7-400f-95b3-adf51079c608,76.0,22,4,1,1,0.7894736842105263,1,1,1,121.24,121.24,121.24,0.0,121.24,1,121.24,0.0,0.0,1.0,auto,0
00540c5e-db65-487a-be31-c90fb8bc6c59,7.0,11,4,1,1,8.571428571428571,1,1,1,257.38,257.38,257.38,0.0,257.38,1,257.38,0.0,0.0,1.0,electronics,0
0055c0b6-0e2e-4916-a285-efa615ae2fc5,12.0,11,4,1,1,5.0,1,1,1,252.83,252.83,252.83,0.0,252.83,1,252.83,0.0,0.0,1.0,electronics,0
00563e4d-4aa2-40a1-afa5-a71fd9365bab,20.0,3,3,1,1,3.0,1,1,1,100.36,100.36,100.36,0.0,100.36,1,100.36,0.0,0.0,1.0,appliances,0
005846b9-9ca3-46c4-8d60-f30b4e544e9e,4.0,16,1,1,1,15.0,1,1,1,732.36,732.36,732.36,0.0,732.36,1,732.36,0.0,0.0,1.0,electronics,0
00584b79-fc74-400e-baa9-40add674b931,33.0,8,4,1,1,1.8181818181818181,1,1,1,93.75,93.75,93.75,0.0,93.75,1,93.75,0.0,0.0,1.0,auto,0
00585640-6983-4f4c-a736-229f14e8ea3a,660.0,15,0,18,18,1.6363636363636365,8,1,2,440.8688888888888,975.56,250.97,27618.139610457514,358.57,1,358.57,37.411764705882355,-130.0,1.0,electronics,0
005967fc-d8ff-4296-bf2d-008257fdfa41,82.0,11,2,1,1,0.7317073170731707,1,1,0,227.88,227.88,227.88,0.0,227.88,1,227.88,0.0,0.0,1.0,appliances,0
005a0401-134c-4e41-a271-546c49fbe069,84.0,6,6,1,1,0.7142857142857143,1,1,1,975.56,975.56,975.56,0.0,975.56,1,975.56,0.0,0.0,1.0,electronics,0
005a9318-0cdb-43c0-beca-e628f6b22dbb,31.0,10,3,2,2,3.8709677419354835,1,1,1,1003.85,1003.85,1003.85,0.0,1003.85,1,1003.85,22.0,0.0,1.0,electronics,0
005aa6ee-2e57-4d6c-91e8-4c8c1cfd010f,81.0,8,1,2,2,1.4814814814814814,2,0,2,88.535,102.71,74.36,401.8612499999998,74.36,1,74.36,67.0,0.0,0.0,unknown,0
005ace1c-6cfa-4f3c-b113-0bdcb6fff08d,10.0,1,6,1,1,6.0,1,0,1,327.74,327.74,327.74,0.0,327.74,1,327.74,0.0,0.0,0.0,unknown,0
005bb198-3f0f-4194-ae5d-7f2e24f1dfcf,25.0,10,5,1,1,2.4,1,1,1,72.85,72.85,72.85,0.0,72.85,1,72.85,0.0,0.0,1.0,appliances,0
005bb449-5a79-4405-ba08-dd920fb7ee45,46.0,15,3,2,2,2.608695652173913,2,1,1,1216.09,1428.33,1003.85,90091.63519999996,1428.33,1,1428.33,33.0,0.0,1.0,electronics,1
005bd41f-9c9c-4334-b429-fd0d806681b1,149.0,17,6,3,3,1.2080536912751678,3,2,2,267.98333333333335,422.07,190.91,17807.02653333333,422.07,1,422.07,57.5,95.0,0.6666666666666666,electronics,0
005c059c-a9b8-47eb-9228-a9d4cd5b8d4d,195.0,13,0,4,4,1.2307692307692308,2,1,1,94.32,99.46,89.18,35.226133333333244,99.46,1,99.46,64.66666666666667,96.0,1.0,appliances,0
005d2f2a-8518-483e-9c2c-52e7daef1a35,7.0,6,6,1,1,8.571428571428571,1,1,1,89.29,89.29,89.29,0.0,89.29,1,89.29,0.0,0.0,1.0,electronics,0
005d7b15-fd5b-47b3-822f-5e45015892eb,66.0,13,4,2,2,1.8181818181818181,2,1,2,502.32,731.04,273.6,104625.67679999997,731.04,1,731.04,27.0,0.0,1.0,electronics,0
005dadc8-1a52-44f9-8c02-b86744967a89,117.0,19,6,3,3,1.5384615384615385,3,1,1,282.55333333333334,349.67,240.84,3444.989233333335,240.84,1,240.84,46.0,-32.0,1.0,appliances,1
005ec4ba-be9b-432f-8deb-bf79bddedb67,95.0,6,4,4,4,2.5263157894736845,2,1,1,230.8475,230.87,230.84,0.00022500000000001704,230.87,1,230.87,22.0,-7.0,1.0,electronics,0
005f0ec7-2e9b-47db-b957-d0d6e7358c82,64.0,19,4,2,2,1.875,2,1,1,732.195,1003.85,460.54,147592.87805,460.54,1,460.54,24.0,0.0,1.0,electronics,1
005f9e36-f641-4d45-9cf3-a88b66cf27df,99.0,3,0,2,2,1.2121212121212122,2,1,1,847.64,965.02,730.26,27556.1288,965.02,1,965.02,77.0,0.0,1.0,electronics,0
005fa43b-8e80-42b7-8cd4-956d43fe4800,1972.0,15,5,2,2,0.060851926977687626,2,1,1,718.9749999999999,975.56,462.39,131671.72444999998,462.39,1,462.39,1964.0,0.0,1.0,electronics,0
005fc20a-8552-448c-9cab-29a846605985,98.0,5,3,2,2,1.2244897959183674,1,1,1,467.97,467.97,467.97,0.0,467.97,1,467.97,60.0,0.0,1.0,electronics,1
